InvoiceLineId,InvoiceId,TrackId,UnitPrice,Quantity,CustomerId,PurchaseDate,BillingCountry,Total,FirstName,LastName,Country,SupportRepId,TrackName,AlbumId,GenreId,MediaTypeId,Milliseconds,TrackUnitPrice,AlbumTitle,ArtistId,ArtistName,GenreName,MediaTypeName,LineRevenue
477,88,2874,1.99,1,57,2010-01-13,Chile,17.91,Luis,Rojas,Chile,5,I Do,229,19,3,2627791,1.99,"Lost, Season 3",149,Lost,TV Shows,Protected MPEG-4 video file,1.99
478,89,2883,1.99,1,7,2010-01-18,Austria,18.86,Astrid,Gruber,Austria,5,Solitary,230,19,3,2612894,1.99,"Lost, Season 1",149,Lost,TV Shows,Protected MPEG-4 video file,1.99
479,89,2892,1.99,1,7,2010-01-18,Austria,18.86,Astrid,Gruber,Austria,5,Fire + Water,231,21,3,2600333,1.99,"Lost, Season 2",149,Lost,Drama,Protected MPEG-4 video file,1.99
480,89,2901,1.99,1,7,2010-01-18,Austria,18.86,Astrid,Gruber,Austria,5,Homecoming,230,19,3,2515882,1.99,"Lost, Season 1",149,Lost,TV Shows,Protected MPEG-4 video file,1.99
481,89,2910,1.99,1,7,2010-01-18,Austria,18.86,Astrid,Gruber,Austria,5,Dave,231,19,3,2825166,1.99,"Lost, Season 2",149,Lost,TV Shows,Protected MPEG-4 video file,1.99
482,89,2919,1.99,1,7,2010-01-18,Austria,18.86,Astrid,Gruber,Austria,5,Born to Run,230,19,3,2618619,1.99,"Lost, Season 1",149,Lost,TV Shows,Protected MPEG-4 video file,1.99
483,89,2928,0.99,1,7,2010-01-18,Austria,18.86,Astrid,Gruber,Austria,5,One,232,1,1,276192,0.99,Achtung Baby,150,U2,Rock,MPEG audio file,0.99
484,89,2937,0.99,1,7,2010-01-18,Austria,18.86,Astrid,Gruber,Austria,5,Love Is Blindness,232,1,1,263497,0.99,Achtung Baby,150,U2,Rock,MPEG audio file,0.99
485,89,2946,0.99,1,7,2010-01-18,Austria,18.86,Astrid,Gruber,Austria,5,When I Look At The World,233,1,1,257776,0.99,All That You Can't Leave Behind,150,U2,Rock,MPEG audio file,0.99
486,89,2955,0.99,1,7,2010-01-18,Austria,18.86,Astrid,Gruber,Austria,5,Everlasting Love,234,1,1,202631,0.99,B-Sides 1980-1990,150,U2,Rock,MPEG audio file,0.99
487,89,2964,0.99,1,7,2010-01-18,Austria,18.86,Astrid,Gruber,Austria,5,Vertigo,235,1,1,194612,0.99,How To Dismantle An Atomic Bomb,150,U2,Rock,MPEG audio file,0.99
488,89,2973,0.99,1,7,2010-01-18,Austria,18.86,Astrid,Gruber,Austria,5,Original Of The Species,235,1,1,281443,0.99,How To Dismantle An Atomic Bomb,150,U2,Rock,MPEG audio file,0.99
489,89,2982,0.99,1,7,2010-01-18,Austria,18.86,Astrid,Gruber,Austria,5,Miami,236,1,1,293041,0.99,Pop,150,U2,Rock,MPEG audio file,0.99
490,89,2991,0.99,1,7,2010-01-18,Austria,18.86,Astrid,Gruber,Austria,5,All Along The Watchtower,237,1,1,264568,0.99,Rattle And Hum,150,U2,Rock,MPEG audio file,0.99
491,89,3000,0.99,1,7,2010-01-18,Austria,18.86,Astrid,Gruber,Austria,5,God Part II,237,1,1,195604,0.99,Rattle And Hum,150,U2,Rock,MPEG audio file,0.99
492,90,3014,0.99,1,21,2010-01-26,USA,0.99,Kathy,Chase,USA,5,Desire,238,1,1,179853,0.99,The Best Of 1980-1990,150,U2,Rock,MPEG audio file,0.99
493,91,3015,0.99,1,22,2010-02-08,USA,1.98,Heather,Leacock,USA,4,When Love Comes To Town,238,1,1,258194,0.99,The Best Of 1980-1990,150,U2,Rock,MPEG audio file,0.99
494,91,3016,0.99,1,22,2010-02-08,USA,1.98,Heather,Leacock,USA,4,Angel Of Harlem,238,1,1,230217,0.99,The Best Of 1980-1990,150,U2,Rock,MPEG audio file,0.99
495,92,3018,0.99,1,24,2010-02-08,USA,1.98,Frank,Ralston,USA,3,Sunday Bloody Sunday,239,1,1,278204,0.99,War,150,U2,Rock,MPEG audio file,0.99
496,92,3020,0.99,1,24,2010-02-08,USA,1.98,Frank,Ralston,USA,3,New Year's Day,239,1,1,336274,0.99,War,150,U2,Rock,MPEG audio file,0.99
497,93,3022,0.99,1,26,2010-02-09,USA,3.96,Richard,Cunningham,USA,4,Drowning Man,239,1,1,254458,0.99,War,150,U2,Rock,MPEG audio file,0.99
498,93,3024,0.99,1,26,2010-02-09,USA,3.96,Richard,Cunningham,USA,4,Two Hearts Beat As One,239,1,1,243487,0.99,War,150,U2,Rock,MPEG audio file,0.99
499,93,3026,0.99,1,26,2010-02-09,USA,3.96,Richard,Cunningham,USA,4,Surrender,239,1,1,333505,0.99,War,150,U2,Rock,MPEG audio file,0.99
500,93,3028,0.99,1,26,2010-02-09,USA,3.96,Richard,Cunningham,USA,4,Zooropa,240,1,1,392359,0.99,Zooropa,150,U2,Rock,MPEG audio file,0.99
501,94,3032,0.99,1,30,2010-02-10,Canada,5.94,Edward,Francis,Canada,3,"Stay (Faraway, So Close!)",240,1,1,298475,0.99,Zooropa,150,U2,Rock,MPEG audio file,0.99
502,94,3036,0.99,1,30,2010-02-10,Canada,5.94,Edward,Francis,Canada,3,Dirty Day,240,1,1,324440,0.99,Zooropa,150,U2,Rock,MPEG audio file,0.99
503,94,3040,0.99,1,30,2010-02-10,Canada,5.94,Edward,Francis,Canada,3,I Would Do For You,241,8,1,334524,0.99,UB40 The Best Of - Volume Two [UK],151,UB40,Reggae,MPEG audio file,0.99
504,94,3044,0.99,1,30,2010-02-10,Canada,5.94,Edward,Francis,Canada,3,Wear You To The Ball,241,8,1,213342,0.99,UB40 The Best Of - Volume Two [UK],151,UB40,Reggae,MPEG audio file,0.99
505,94,3048,0.99,1,30,2010-02-10,Canada,5.94,Edward,Francis,Canada,3,C'est La Vie,241,8,1,270053,0.99,UB40 The Best Of - Volume Two [UK],151,UB40,Reggae,MPEG audio file,0.99
506,94,3052,0.99,1,30,2010-02-10,Canada,5.94,Edward,Francis,Canada,3,Where Have All The Good Times Gone?,242,1,1,186723,0.99,Diver Down,152,Van Halen,Rock,MPEG audio file,0.99
507,95,3058,0.99,1,36,2010-02-13,Germany,8.91,Hannah,Schneider,Germany,5,Dancing In The Street,242,1,1,225985,0.99,Diver Down,152,Van Halen,Rock,MPEG audio file,0.99
508,95,3064,0.99,1,36,2010-02-13,Germany,8.91,Hannah,Schneider,Germany,5,Eruption,243,1,1,102164,0.99,"The Best Of Van Halen, Vol. I",152,Van Halen,Rock,MPEG audio file,0.99
509,95,3070,0.99,1,36,2010-02-13,Germany,8.91,Hannah,Schneider,Germany,5,Jump,243,1,1,241711,0.99,"The Best Of Van Halen, Vol. I",152,Van Halen,Rock,MPEG audio file,0.99
510,95,3076,0.99,1,36,2010-02-13,Germany,8.91,Hannah,Schneider,Germany,5,Right Now,243,1,1,321828,0.99,"The Best Of Van Halen, Vol. I",152,Van Halen,Rock,MPEG audio file,0.99
511,95,3082,0.99,1,36,2010-02-13,Germany,8.91,Hannah,Schneider,Germany,5,Eruption,244,1,1,102556,0.99,Van Halen,152,Van Halen,Rock,MPEG audio file,0.99
512,95,3088,0.99,1,36,2010-02-13,Germany,8.91,Hannah,Schneider,Germany,5,Feel Your Love Tonight,244,1,1,222850,0.99,Van Halen,152,Van Halen,Rock,MPEG audio file,0.99
513,95,3094,0.99,1,36,2010-02-13,Germany,8.91,Hannah,Schneider,Germany,5,One I Want,245,1,1,330788,0.99,Van Halen III,152,Van Halen,Rock,MPEG audio file,0.99
514,95,3100,0.99,1,36,2010-02-13,Germany,8.91,Hannah,Schneider,Germany,5,Year to the Day,245,1,1,514612,0.99,Van Halen III,152,Van Halen,Rock,MPEG audio file,0.99
515,95,3106,0.99,1,36,2010-02-13,Germany,8.91,Hannah,Schneider,Germany,5,Big Machine,246,1,1,265613,0.99,Contraband,153,Velvet Revolver,Rock,MPEG audio file,0.99
516,96,3115,0.99,1,45,2010-02-18,Hungary,21.86,Ladislav,Kovács,Hungary,3,Dirty Little Thing,246,1,1,237844,0.99,Contraband,153,Velvet Revolver,Rock,MPEG audio file,0.99
517,96,3124,0.99,1,45,2010-02-18,Hungary,21.86,Ladislav,Kovács,Hungary,3,So Por Amor,247,7,1,236591,0.99,Vinicius De Moraes,72,Vinícius De Moraes,Latin,MPEG audio file,0.99
518,96,3133,0.99,1,45,2010-02-18,Hungary,21.86,Ladislav,Kovács,Hungary,3,Here I Go Again,141,3,1,233874,0.99,Greatest Hits,100,Lenny Kravitz,Metal,MPEG audio file,0.99
519,96,3142,0.99,1,45,2010-02-18,Hungary,21.86,Ladislav,Kovács,Hungary,3,The Deeper The Love,141,3,1,262791,0.99,Greatest Hits,100,Lenny Kravitz,Metal,MPEG audio file,0.99
520,96,3151,0.99,1,45,2010-02-18,Hungary,21.86,Ladislav,Kovács,Hungary,3,Seu Balancê,248,7,1,219454,0.99,Ao Vivo [IMPORT],155,Zeca Pagodinho,Latin,MPEG audio file,0.99
521,96,3160,0.99,1,45,2010-02-18,Hungary,21.86,Ladislav,Kovács,Hungary,3,Sapopemba e Maxambomba,248,7,1,245394,0.99,Ao Vivo [IMPORT],155,Zeca Pagodinho,Latin,MPEG audio file,0.99
522,96,3169,1.99,1,45,2010-02-18,Hungary,21.86,Ladislav,Kovács,Hungary,3,The Man Behind the Curtain,229,21,3,2615990,1.99,"Lost, Season 3",149,Lost,Drama,Protected MPEG-4 video file,1.99
523,96,3178,1.99,1,45,2010-02-18,Hungary,21.86,Ladislav,Kovács,Hungary,3,The Dundies,250,19,3,1253541,1.99,"The Office, Season 2",156,The Office,TV Shows,Protected MPEG-4 video file,1.99
524,96,3187,1.99,1,45,2010-02-18,Hungary,21.86,Ladislav,Kovács,Hungary,3,Christmas Party,250,19,3,1282115,1.99,"The Office, Season 2",156,The Office,TV Shows,Protected MPEG-4 video file,1.99
525,96,3196,1.99,1,45,2010-02-18,Hungary,21.86,Ladislav,Kovács,Hungary,3,Michael's Birthday,250,19,3,1237791,1.99,"The Office, Season 2",156,The Office,TV Shows,Protected MPEG-4 video file,1.99
526,96,3205,1.99,1,45,2010-02-18,Hungary,21.86,Ladislav,Kovács,Hungary,3,Diwali,251,19,3,1279904,1.99,"The Office, Season 3",156,The Office,TV Shows,Protected MPEG-4 video file,1.99
527,96,3214,1.99,1,45,2010-02-18,Hungary,21.86,Ladislav,Kovács,Hungary,3,Phyllis's Wedding,251,22,3,1271521,1.99,"The Office, Season 3",156,The Office,Comedy,Protected MPEG-4 video file,1.99
528,96,3223,1.99,1,45,2010-02-18,Hungary,21.86,Ladislav,Kovács,Hungary,3,How to Stop an Exploding Man,228,21,3,2687103,1.99,"Heroes, Season 1",148,Heroes,Drama,Protected MPEG-4 video file,1.99
529,96,3232,1.99,1,45,2010-02-18,Hungary,21.86,Ladislav,Kovács,Hungary,3,The Long Patrol,253,20,3,2925008,1.99,"Battlestar Galactica (Classic), Season 1",158,Battlestar Galactica (Classic),Sci Fi & Fantasy,Protected MPEG-4 video file,1.99
530,97,3246,1.99,1,59,2010-02-26,India,1.99,Puja,Srivastava,India,3,Baltar's Escape,253,20,3,2922088,1.99,"Battlestar Galactica (Classic), Season 1",158,Battlestar Galactica (Classic),Sci Fi & Fantasy,Protected MPEG-4 video file,1.99
531,98,3247,1.99,1,1,2010-03-11,Brazil,3.98,Luís,Gonçalves,Brazil,3,Experiment In Terra,253,20,3,2923548,1.99,"Battlestar Galactica (Classic), Season 1",158,Battlestar Galactica (Classic),Sci Fi & Fantasy,Protected MPEG-4 video file,1.99
532,98,3248,1.99,1,1,2010-03-11,Brazil,3.98,Luís,Gonçalves,Brazil,3,Take the Celestra,253,20,3,2927677,1.99,"Battlestar Galactica (Classic), Season 1",158,Battlestar Galactica (Classic),Sci Fi & Fantasy,Protected MPEG-4 video file,1.99
533,99,3250,1.99,1,3,2010-03-11,Canada,3.98,François,Tremblay,Canada,3,Pilot,254,19,3,2484567,1.99,Aquaman,159,Aquaman,TV Shows,Protected MPEG-4 video file,1.99
534,99,3252,1.99,1,3,2010-03-11,Canada,3.98,François,Tremblay,Canada,3,"Through the Looking Glass, Pt. 1",229,21,3,2610860,1.99,"Lost, Season 3",149,Lost,Drama,Protected MPEG-4 video file,1.99
535,100,3254,0.99,1,5,2010-03-12,Czech Republic,3.96,František,Wichterlová,Czech Republic,4,#9 Dream,255,9,2,278312,0.99,Instant Karma: The Amnesty International Campaign to Save Darfur,150,U2,Pop,Protected AAC audio file,0.99
536,100,3256,0.99,1,5,2010-03-12,Czech Republic,3.96,František,Wichterlová,Czech Republic,4,Give Peace a Chance,255,9,2,274644,0.99,Instant Karma: The Amnesty International Campaign to Save Darfur,150,U2,Pop,Protected AAC audio file,0.99
537,100,3258,0.99,1,5,2010-03-12,Czech Republic,3.96,František,Wichterlová,Czech Republic,4,Whatever Gets You Thru the Night,255,9,2,215084,0.99,Instant Karma: The Amnesty International Campaign to Save Darfur,150,U2,Pop,Protected AAC audio file,0.99
538,100,3260,0.99,1,5,2010-03-12,Czech Republic,3.96,František,Wichterlová,Czech Republic,4,Gimme Some Truth,255,9,2,232778,0.99,Instant Karma: The Amnesty International Campaign to Save Darfur,150,U2,Pop,Protected AAC audio file,0.99
539,101,3264,0.99,1,9,2010-03-13,Denmark,5.94,Kara,Nielsen,Denmark,4,Jealous Guy,255,9,2,239094,0.99,Instant Karma: The Amnesty International Campaign to Save Darfur,150,U2,Pop,Protected AAC audio file,0.99
540,101,3268,0.99,1,9,2010-03-13,Denmark,5.94,Kara,Nielsen,Denmark,4,Beautiful Boy,255,9,2,227995,0.99,Instant Karma: The Amnesty International Campaign to Save Darfur,150,U2,Pop,Protected AAC audio file,0.99
541,101,3272,0.99,1,9,2010-03-13,Denmark,5.94,Kara,Nielsen,Denmark,4,Gimme Some Truth,255,9,2,187546,0.99,Instant Karma: The Amnesty International Campaign to Save Darfur,150,U2,Pop,Protected AAC audio file,0.99
542,101,3276,0.99,1,9,2010-03-13,Denmark,5.94,Kara,Nielsen,Denmark,4,Sympton of the Universe,256,1,2,340890,0.99,Speak of the Devil,114,Ozzy Osbourne,Rock,Protected AAC audio file,0.99
543,101,3280,0.99,1,9,2010-03-13,Denmark,5.94,Kara,Nielsen,Denmark,4,War Pigs,256,1,2,515435,0.99,Speak of the Devil,114,Ozzy Osbourne,Rock,Protected AAC audio file,0.99
544,101,3284,0.99,1,9,2010-03-13,Denmark,5.94,Kara,Nielsen,Denmark,4,Never Say Die,256,1,2,258343,0.99,Speak of the Devil,114,Ozzy Osbourne,Rock,Protected AAC audio file,0.99
545,102,3290,0.99,1,15,2010-03-16,Canada,9.91,Jennifer,Peterson,Canada,3,The Zoo,257,1,2,332740,0.99,20th Century Masters - The Millennium Collection: The Best of Scorpions,179,Scorpions,Rock,Protected AAC audio file,0.99
546,102,3296,0.99,1,15,2010-03-16,Canada,9.91,Jennifer,Peterson,Canada,3,I Can't Explain,257,1,2,205332,0.99,20th Century Masters - The Millennium Collection: The Best of Scorpions,179,Scorpions,Rock,Protected AAC audio file,0.99
547,102,3302,0.99,1,15,2010-03-16,Canada,9.91,Jennifer,Peterson,Canada,3,Put Your Head Out,258,17,1,182230,0.99,House of Pain,180,House Of Pain,Hip Hop/Rap,MPEG audio file,0.99
548,102,3308,0.99,1,15,2010-03-16,Canada,9.91,Jennifer,Peterson,Canada,3,"Danny Boy, Danny Boy",258,17,1,114520,0.99,House of Pain,180,House Of Pain,Hip Hop/Rap,MPEG audio file,0.99
549,102,3314,0.99,1,15,2010-03-16,Canada,9.91,Jennifer,Peterson,Canada,3,One For The Road,258,17,1,170213,0.99,House of Pain,180,House Of Pain,Hip Hop/Rap,MPEG audio file,0.99
550,102,3320,0.99,1,15,2010-03-16,Canada,9.91,Jennifer,Peterson,Canada,3,Chapa o Coco,259,15,1,143830,0.99,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,36,O Rappa,Electronica/Dance,MPEG audio file,0.99
551,102,3326,0.99,1,15,2010-03-16,Canada,9.91,Jennifer,Peterson,Canada,3,Todo o Carnaval tem seu Fim,259,15,1,237426,0.99,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,36,O Rappa,Electronica/Dance,MPEG audio file,0.99
552,102,3332,0.99,1,15,2010-03-16,Canada,9.91,Jennifer,Peterson,Canada,3,Funk de Bamba,259,15,1,237322,0.99,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,36,O Rappa,Electronica/Dance,MPEG audio file,0.99
553,102,3338,1.99,1,15,2010-03-16,Canada,9.91,Jennifer,Peterson,Canada,3,The Beginning of the End,261,21,3,2611903,1.99,"LOST, Season 4",149,Lost,Drama,Protected MPEG-4 video file,1.99
554,103,3347,1.99,1,24,2010-03-21,USA,15.86,Frank,Ralston,USA,3,Meet Kevin Johnson,261,19,3,2612028,1.99,"LOST, Season 4",149,Lost,TV Shows,Protected MPEG-4 video file,1.99
555,103,3356,0.99,1,24,2010-03-21,USA,15.86,Frank,Ralston,USA,3,Muita Bobeira,266,7,5,172710,0.99,Duos II,201,Luciana Souza/Romero Lubambo,Latin,AAC audio file,0.99
556,103,3365,0.99,1,24,2010-03-21,USA,15.86,Frank,Ralston,USA,3,Say Hello 2 Heaven,269,23,2,384497,0.99,Temple of the Dog,204,Temple of the Dog,Alternative,Protected AAC audio file,0.99
557,103,3374,0.99,1,24,2010-03-21,USA,15.86,Frank,Ralston,USA,3,All Night Thing,269,23,2,231803,0.99,Temple of the Dog,204,Temple of the Dog,Alternative,Protected AAC audio file,0.99
558,103,3383,0.99,1,24,2010-03-21,USA,15.86,Frank,Ralston,USA,3,Scar On the Sky,270,23,2,220193,0.99,Carry On,205,Chris Cornell,Alternative,Protected AAC audio file,0.99
559,103,3392,0.99,1,24,2010-03-21,USA,15.86,Frank,Ralston,USA,3,Until We Fall,271,23,2,230758,0.99,Revelations,8,Audioslave,Alternative,Protected AAC audio file,0.99
560,103,3401,0.99,1,24,2010-03-21,USA,15.86,Frank,Ralston,USA,3,Show Me How to Live (Live at the Quart Festival),271,23,2,301974,0.99,Revelations,8,Audioslave,Alternative,Protected AAC audio file,0.99
561,103,3410,0.99,1,24,2010-03-21,USA,15.86,Frank,Ralston,USA,3,"The Messiah: Behold, I Tell You a Mystery... The Trumpet Shall Sound",279,24,2,582029,0.99,Handel: The Messiah (Highlights),213,Scholars Baroque Ensemble,Classical,Protected AAC audio file,0.99
562,103,3419,0.99,1,24,2010-03-21,USA,15.86,Frank,Ralston,USA,3,"Requiem, Op.48: 4. Pie Jesu",288,24,2,258924,0.99,"Fauré: Requiem, Ravel: Pavane & Others",222,"Academy of St. Martin in the Fields, John Birch, Sir Neville Marriner & Sylvia McNair",Classical,Protected AAC audio file,0.99
563,103,3428,1.99,1,24,2010-03-21,USA,15.86,Frank,Ralston,USA,3,Branch Closing,251,22,3,1814855,1.99,"The Office, Season 3",156,The Office,Comedy,Protected MPEG-4 video file,1.99
564,103,3437,0.99,1,24,2010-03-21,USA,15.86,Frank,Ralston,USA,3,"Piano Sonata No. 14 in C Sharp Minor, Op. 27, No. 2, ""Moonlight"": I. Adagio sostenuto",304,24,2,391000,0.99,Beethoven Piano Sonatas: Moonlight & Pastorale,238,Maurizio Pollini,Classical,Protected AAC audio file,0.99
565,103,3446,0.99,1,24,2010-03-21,USA,15.86,Frank,Ralston,USA,3,"Symphonie Fantastique, Op. 14: V. Songe d'une nuit du sabbat",312,24,2,561967,0.99,Berlioz: Symphonie Fantastique,245,Michael Tilson Thomas & San Francisco Symphony,Classical,Protected AAC audio file,0.99
566,103,3455,0.99,1,24,2010-03-21,USA,15.86,Frank,Ralston,USA,3,Rehab,321,14,2,213240,0.99,Back to Black,252,Amy Winehouse,R&B/Soul,Protected AAC audio file,0.99
567,103,3464,0.99,1,24,2010-03-21,USA,15.86,Frank,Ralston,USA,3,He Can Only Hold Her,321,14,2,166680,0.99,Back to Black,252,Amy Winehouse,R&B/Soul,Protected AAC audio file,0.99
568,104,3478,0.99,1,38,2010-03-29,Germany,0.99,Niklas,Schröder,Germany,3,Slowness,323,23,2,215386,0.99,Carried to Dust (Bonus Track Version),253,Calexico,Alternative,Protected AAC audio file,0.99
569,105,3479,0.99,1,39,2010-04-11,France,1.98,Camille,Bernard,France,4,"Prometheus Overture, Op. 43",324,24,4,339567,0.99,Beethoven: Symphony No. 6 'Pastoral' Etc.,254,Otto Klemperer & Philharmonia Orchestra,Classical,Purchased AAC audio file,0.99
570,105,3480,0.99,1,39,2010-04-11,France,1.98,Camille,Bernard,France,4,Sonata for Solo Violin: IV: Presto,325,24,4,299350,0.99,Bartok: Violin & Viola Concertos,255,Yehudi Menuhin,Classical,Purchased AAC audio file,0.99
571,106,3482,0.99,1,41,2010-04-11,France,1.98,Marc,Dubois,France,5,"Suite No. 3 in D, BWV 1068: III. Gavotte I & II",327,24,2,225933,0.99,Bach: Orchestral Suites Nos. 1 - 4,257,"Academy of St. Martin in the Fields, Sir Neville Marriner & Thurston Dart",Classical,Protected AAC audio file,0.99
572,106,3484,0.99,1,41,2010-04-11,France,1.98,Marc,Dubois,France,5,Adios nonino,329,24,2,289388,0.99,South American Getaway,259,The 12 Cellists of The Berlin Philharmonic,Classical,Protected AAC audio file,0.99
573,107,3486,0.99,1,43,2010-04-12,France,3.96,Isabelle,Mercier,France,3,"Act IV, Symphony",331,24,2,364296,0.99,Purcell: The Fairy Queen,261,"Roger Norrington, London Classical Players",Classical,Protected AAC audio file,0.99
574,107,3488,0.99,1,43,2010-04-12,France,3.96,Isabelle,Mercier,France,3,"Music for the Funeral of Queen Mary: VI. ""Thou Knowest, Lord, the Secrets of Our Hearts""",333,24,2,142081,0.99,Purcell: Music for the Queen Mary,263,"Equale Brass Ensemble, John Eliot Gardiner & Munich Monteverdi Orchestra and Choir",Classical,Protected AAC audio file,0.99
575,107,3490,0.99,1,43,2010-04-12,France,3.96,Isabelle,Mercier,France,3,"Partita in E Major, BWV 1006A: I. Prelude",335,24,2,285673,0.99,"J.S. Bach: Chaconne, Suite in E Minor, Partita in E Major & Prelude, Fugue and Allegro",265,Julian Bream,Classical,Protected AAC audio file,0.99
576,107,3492,0.99,1,43,2010-04-12,France,3.96,Isabelle,Mercier,France,3,Sing Joyfully,314,24,2,133768,0.99,English Renaissance,247,The King's Singers,Classical,Protected AAC audio file,0.99
577,108,3496,0.99,1,47,2010-04-13,Italy,5.94,Lucas,Mancini,Italy,5,"Étude 1, In C Major - Preludio (Presto) - Liszt",340,24,4,51780,0.99,Liszt - 12 Études D'Execution Transcendante,269,Michele Campanella,Classical,Purchased AAC audio file,0.99
578,108,3500,0.99,1,47,2010-04-13,Italy,5.94,Lucas,Mancini,Italy,5,"String Quartet No. 12 in C Minor, D. 703 ""Quartettsatz"": II. Andante - Allegro assai",344,24,2,139200,0.99,Schubert: The Late String Quartets & String Quintet (3 CD's),272,Emerson String Quartet,Classical,Protected AAC audio file,0.99
579,108,1,0.99,1,47,2010-04-13,Italy,5.94,Lucas,Mancini,Italy,5,For Those About To Rock (We Salute You),1,1,1,343719,0.99,For Those About To Rock We Salute You,1,AC/DC,Rock,MPEG audio file,0.99
580,108,5,0.99,1,47,2010-04-13,Italy,5.94,Lucas,Mancini,Italy,5,Princess of the Dawn,3,1,2,375418,0.99,Restless and Wild,2,Accept,Rock,Protected AAC audio file,0.99
581,108,9,0.99,1,47,2010-04-13,Italy,5.94,Lucas,Mancini,Italy,5,Snowballed,1,1,1,203102,0.99,For Those About To Rock We Salute You,1,AC/DC,Rock,MPEG audio file,0.99
582,108,13,0.99,1,47,2010-04-13,Italy,5.94,Lucas,Mancini,Italy,5,Night Of The Long Knives,1,1,1,205688,0.99,For Those About To Rock We Salute You,1,AC/DC,Rock,MPEG audio file,0.99
583,109,19,0.99,1,53,2010-04-16,United Kingdom,8.91,Phil,Hughes,United Kingdom,3,Problem Child,4,1,1,325041,0.99,Let There Be Rock,1,AC/DC,Rock,MPEG audio file,0.99
584,109,25,0.99,1,53,2010-04-16,United Kingdom,8.91,Phil,Hughes,United Kingdom,3,Rag Doll,5,1,1,264698,0.99,Big Ones,3,Aerosmith,Rock,MPEG audio file,0.99
585,109,31,0.99,1,53,2010-04-16,United Kingdom,8.91,Phil,Hughes,United Kingdom,3,Blind Man,5,1,1,240718,0.99,Big Ones,3,Aerosmith,Rock,MPEG audio file,0.99
586,109,37,0.99,1,53,2010-04-16,United Kingdom,8.91,Phil,Hughes,United Kingdom,3,Livin' On The Edge,5,1,1,381231,0.99,Big Ones,3,Aerosmith,Rock,MPEG audio file,0.99
587,109,43,0.99,1,53,2010-04-16,United Kingdom,8.91,Phil,Hughes,United Kingdom,3,Forgiven,6,1,1,300355,0.99,Jagged Little Pill,4,Alanis Morissette,Rock,MPEG audio file,0.99
588,109,49,0.99,1,53,2010-04-16,United Kingdom,8.91,Phil,Hughes,United Kingdom,3,Wake Up,6,1,1,293485,0.99,Jagged Little Pill,4,Alanis Morissette,Rock,MPEG audio file,0.99
589,109,55,0.99,1,53,2010-04-16,United Kingdom,8.91,Phil,Hughes,United Kingdom,3,I Can't Remember,7,1,1,222955,0.99,Facelift,5,Alice In Chains,Rock,MPEG audio file,0.99
590,109,61,0.99,1,53,2010-04-16,United Kingdom,8.91,Phil,Hughes,United Kingdom,3,I Know Somethin (Bout You),7,1,1,261955,0.99,Facelift,5,Alice In Chains,Rock,MPEG audio file,0.99
591,109,67,0.99,1,53,2010-04-16,United Kingdom,8.91,Phil,Hughes,United Kingdom,3,Ligia,8,2,1,251977,0.99,Warner 25 Anos,6,Antônio Carlos Jobim,Jazz,MPEG audio file,0.99
592,110,76,0.99,1,3,2010-04-21,Canada,13.86,François,Tremblay,Canada,3,"Canta, Canta Mais",8,2,1,271856,0.99,Warner 25 Anos,6,Antônio Carlos Jobim,Jazz,MPEG audio file,0.99
593,110,85,0.99,1,3,2010-04-21,Canada,13.86,François,Tremblay,Canada,3,Cochise,10,1,1,222380,0.99,Audioslave,8,Audioslave,Rock,MPEG audio file,0.99
594,110,94,0.99,1,3,2010-04-21,Canada,13.86,François,Tremblay,Canada,3,Hypnotize,10,1,1,206628,0.99,Audioslave,8,Audioslave,Rock,MPEG audio file,0.99
595,110,103,0.99,1,3,2010-04-21,Canada,13.86,François,Tremblay,Canada,3,Drown Me Slowly,11,4,1,233691,0.99,Out Of Exile,8,Audioslave,Alternative & Punk,MPEG audio file,0.99
596,110,112,0.99,1,3,2010-04-21,Canada,13.86,François,Tremblay,Canada,3,Long Tall Sally,12,5,1,106396,0.99,BackBeat Soundtrack,9,BackBeat,Rock And Roll,MPEG audio file,0.99
597,110,121,0.99,1,3,2010-04-21,Canada,13.86,François,Tremblay,Canada,3,Good Golly Miss Molly,12,5,1,106266,0.99,BackBeat Soundtrack,9,BackBeat,Rock And Roll,MPEG audio file,0.99
598,110,130,0.99,1,3,2010-04-21,Canada,13.86,François,Tremblay,Canada,3,Do what cha wanna,13,2,1,274155,0.99,The Best Of Billy Cobham,10,Billy Cobham,Jazz,MPEG audio file,0.99
599,110,139,0.99,1,3,2010-04-21,Canada,13.86,François,Tremblay,Canada,3,A.N.D.R.O.T.A.Z.,14,3,1,266266,0.99,Alcohol Fueled Brewtality Live! [Disc 1],11,Black Label Society,Metal,MPEG audio file,0.99
600,110,148,0.99,1,3,2010-04-21,Canada,13.86,François,Tremblay,Canada,3,The Beginning...At Last,15,3,1,271960,0.99,Alcohol Fueled Brewtality Live! [Disc 2],11,Black Label Society,Metal,MPEG audio file,0.99
